"CountryCode","SeriesCode","Year","DESCRIPTION",
"JPN","IT.NET.USER.ZS","YR2015","Source: Ministry of Internal Affairs and Communications",
"JPN","IT.NET.USER.ZS","YR2016","Source: Ministry of Internal Affairs and Communications;Note: estimated by the following method. (The estimation population of more than 6 years old)×(Survey result(%)). Used in the last 12 months",
"JPN","IT.NET.USER.ZS","YR2017","Source: Ministry of Internal Affairs and Communications",
"JPN","SH.DYN.MORT","YR1960","Uncertainty bound is 38.9 - 40.5",
"JPN","SH.DYN.MORT","YR1961","Uncertainty bound is 35.5 - 36.9",
"JPN","SH.DYN.MORT","YR1962","Uncertainty bound is 32.3 - 33.5",
"JPN","SH.DYN.MORT","YR1963","Uncertainty bound is 29.2 - 30.3",
"JPN","SH.DYN.MORT","YR1964","Uncertainty bound is 26.5 - 27.5",
"JPN","SH.DYN.MORT","YR1965","Uncertainty bound is 24.1 - 25.1",
"JPN","SH.DYN.MORT","YR1966","Uncertainty bound is 22.2 - 23.1",
"JPN","SH.DYN.MORT","YR1967","Uncertainty bound is 20.6 - 21.4",
"JPN","SH.DYN.MORT","YR1968","Uncertainty bound is 19.3 - 20",
"JPN","SH.DYN.MORT","YR1969","Uncertainty bound is 18.1 - 18.8",
"JPN","SH.DYN.MORT","YR1970","Uncertainty bound is 17.1 - 17.8",
"JPN","SH.DYN.MORT","YR1971","Uncertainty bound is 16.2 - 16.8",
"JPN","SH.DYN.MORT","YR1972","Uncertainty bound is 15.4 - 16",
"JPN","SH.DYN.MORT","YR1973","Uncertainty bound is 14.6 - 15.1",
"JPN","SH.DYN.MORT","YR1974","Uncertainty bound is 13.8 - 14.3",
"JPN","SH.DYN.MORT","YR1975","Uncertainty bound is 13 - 13.5",
"JPN","SH.DYN.MORT","YR1976","Uncertainty bound is 12.3 - 12.7",
"JPN","SH.DYN.MORT","YR1977","Uncertainty bound is 11.6 - 12",
"JPN","SH.DYN.MORT","YR1978","Uncertainty bound is 10.9 - 11.3",
"JPN","SH.DYN.MORT","YR1979","Uncertainty bound is 10.3 - 10.7",
"JPN","SH.DYN.MORT","YR1980","Uncertainty bound is 9.7 - 10.1",
"JPN","SH.DYN.MORT","YR1981","Uncertainty bound is 9.2 - 9.5",
"JPN","SH.DYN.MORT","YR1982","Uncertainty bound is 8.7 - 9",
"JPN","SH.DYN.MORT","YR1983","Uncertainty bound is 8.2 - 8.5",
"JPN","SH.DYN.MORT","YR1984","Uncertainty bound is 7.7 - 8",
"JPN","SH.DYN.MORT","YR1985","Uncertainty bound is 7.3 - 7.6",
"JPN","SH.DYN.MORT","YR1986","Uncertainty bound is 7 - 7.3",
"JPN","SH.DYN.MORT","YR1987","Uncertainty bound is 6.7 - 7",
"JPN","SH.DYN.MORT","YR1988","Uncertainty bound is 6.5 - 6.7",
"JPN","SH.DYN.MORT","YR1989","Uncertainty bound is 6.3 - 6.6",
"JPN","SH.DYN.MORT","YR1990","Uncertainty bound is 6.2 - 6.4",
"JPN","SH.DYN.MORT","YR1991","Uncertainty bound is 6.1 - 6.3",
"JPN","SH.DYN.MORT","YR1992","Uncertainty bound is 6 - 6.2",
"JPN","SH.DYN.MORT","YR1993","Uncertainty bound is 5.9 - 6.1",
"JPN","SH.DYN.MORT","YR1994","Uncertainty bound is 5.8 - 6",
"JPN","SH.DYN.MORT","YR1995","Uncertainty bound is 5.6 - 5.8",
"JPN","SH.DYN.MORT","YR1996","Uncertainty bound is 5.4 - 5.6",
"JPN","SH.DYN.MORT","YR1997","Uncertainty bound is 5.1 - 5.3",
"JPN","SH.DYN.MORT","YR1998","Uncertainty bound is 4.9 - 5.1",
"JPN","SH.DYN.MORT","YR1999","Uncertainty bound is 4.6 - 4.8",
"JPN","SH.DYN.MORT","YR2000","Uncertainty bound is 4.4 - 4.6",
"JPN","SH.DYN.MORT","YR2001","Uncertainty bound is 4.2 - 4.4",
"JPN","SH.DYN.MORT","YR2002","Uncertainty bound is 4.1 - 4.2",
"JPN","SH.DYN.MORT","YR2003","Uncertainty bound is 3.9 - 4.1",
"JPN","SH.DYN.MORT","YR2004","Uncertainty bound is 3.8 - 3.9",
"JPN","SH.DYN.MORT","YR2005","Uncertainty bound is 3.7 - 3.8",
"JPN","SH.DYN.MORT","YR2006","Uncertainty bound is 3.6 - 3.7",
"JPN","SH.DYN.MORT","YR2007","Uncertainty bound is 3.5 - 3.6",
"JPN","SH.DYN.MORT","YR2008","Uncertainty bound is 3.4 - 3.5",
"JPN","SH.DYN.MORT","YR2009","Uncertainty bound is 3.2 - 3.4",
"JPN","SH.DYN.MORT","YR2010","Uncertainty bound is 3.1 - 3.3",
"JPN","SH.DYN.MORT","YR2011","Uncertainty bound is 3.1 - 3.3",
"JPN","SH.DYN.MORT","YR2012","Uncertainty bound is 2.9 - 3.1",
"JPN","SH.DYN.MORT","YR2013","Uncertainty bound is 2.9 - 3",
"JPN","SH.DYN.MORT","YR2014","Uncertainty bound is 2.8 - 2.9",
"JPN","SH.DYN.MORT","YR2015","Uncertainty bound is 2.7 - 2.8",
"JPN","SH.DYN.MORT","YR2016","Uncertainty bound is 2.6 - 2.7",
"JPN","SH.DYN.MORT","YR2017","Uncertainty bound is 2.6 - 2.7",
"JPN","SH.DYN.MORT","YR2018","Uncertainty bound is 2.5 - 2.6",
"JPN","SH.DYN.MORT","YR2019","Uncertainty bound is 2.5 - 2.6",
"JPN","SH.DYN.MORT","YR2020","Uncertainty bound is 2.4 - 2.6",
"JPN","SH.STA.OWAD.ZS","YR1975","Plausible bound is 12.6 - 17.3",
"JPN","SH.STA.OWAD.ZS","YR1976","Plausible bound is 13 - 17.5",
"JPN","SH.STA.OWAD.ZS","YR1977","Plausible bound is 13.3 - 17.6",
"JPN","SH.STA.OWAD.ZS","YR1978","Plausible bound is 13.7 - 17.8",
"JPN","SH.STA.OWAD.ZS","YR1979","Plausible bound is 14.1 - 17.9",
"JPN","SH.STA.OWAD.ZS","YR1980","Plausible bound is 14.4 - 18.1",
"JPN","SH.STA.OWAD.ZS","YR1981","Plausible bound is 14.6 - 18.3",
"JPN","SH.STA.OWAD.ZS","YR1982","Plausible bound is 14.9 - 18.4",
"JPN","SH.STA.OWAD.ZS","YR1983","Plausible bound is 15.2 - 18.6",
"JPN","SH.STA.OWAD.ZS","YR1984","Plausible bound is 15.5 - 18.7",
"JPN","SH.STA.OWAD.ZS","YR1985","Plausible bound is 15.7 - 18.9",
"JPN","SH.STA.OWAD.ZS","YR1986","Plausible bound is 15.9 - 19",
"JPN","SH.STA.OWAD.ZS","YR1987","Plausible bound is 16.2 - 19.2",
"JPN","SH.STA.OWAD.ZS","YR1988","Plausible bound is 16.4 - 19.4",
"JPN","SH.STA.OWAD.ZS","YR1989","Plausible bound is 16.6 - 19.6",
"JPN","SH.STA.OWAD.ZS","YR1990","Plausible bound is 16.8 - 19.9",
"JPN","SH.STA.OWAD.ZS","YR1991","Plausible bound is 17.1 - 20.1",
"JPN","SH.STA.OWAD.ZS","YR1992","Plausible bound is 17.3 - 20.3",
"JPN","SH.STA.OWAD.ZS","YR1993","Plausible bound is 17.6 - 20.6",
"JPN","SH.STA.OWAD.ZS","YR1994","Plausible bound is 17.8 - 20.8",
"JPN","SH.STA.OWAD.ZS","YR1995","Plausible bound is 18 - 21.1",
"JPN","SH.STA.OWAD.ZS","YR1996","Plausible bound is 18.2 - 21.3",
"JPN","SH.STA.OWAD.ZS","YR1997","Plausible bound is 18.5 - 21.6",
"JPN","SH.STA.OWAD.ZS","YR1998","Plausible bound is 18.7 - 21.8",
"JPN","SH.STA.OWAD.ZS","YR1999","Plausible bound is 19 - 22.1",
"JPN","SH.STA.OWAD.ZS","YR2000","Plausible bound is 19.2 - 22.3",
"JPN","SH.STA.OWAD.ZS","YR2001","Plausible bound is 19.5 - 22.6",
"JPN","SH.STA.OWAD.ZS","YR2002","Plausible bound is 19.8 - 23",
"JPN","SH.STA.OWAD.ZS","YR2003","Plausible bound is 20.1 - 23.4",
"JPN","SH.STA.OWAD.ZS","YR2004","Plausible bound is 20.5 - 23.8",
"JPN","SH.STA.OWAD.ZS","YR2005","Plausible bound is 20.9 - 24.3",
"JPN","SH.STA.OWAD.ZS","YR2006","Plausible bound is 21.3 - 24.8",
"JPN","SH.STA.OWAD.ZS","YR2007","Plausible bound is 21.7 - 25.3",
"JPN","SH.STA.OWAD.ZS","YR2008","Plausible bound is 22.1 - 25.8",
"JPN","SH.STA.OWAD.ZS","YR2009","Plausible bound is 22.4 - 26.4",
"JPN","SH.STA.OWAD.ZS","YR2010","Plausible bound is 22.7 - 27",
"JPN","SH.STA.OWAD.ZS","YR2011","Plausible bound is 23.1 - 27.5",
"JPN","SH.STA.OWAD.ZS","YR2012","Plausible bound is 23.3 - 28",
"JPN","SH.STA.OWAD.ZS","YR2013","Plausible bound is 23.5 - 28.6",
"JPN","SH.STA.OWAD.ZS","YR2014","Plausible bound is 23.7 - 29.2",
"JPN","SH.STA.OWAD.ZS","YR2015","Plausible bound is 23.9 - 29.8",
"JPN","SH.STA.OWAD.ZS","YR2016","Plausible bound is 24.1 - 30.4",
"JPN","SI.DST.FRST.20","YR2008","Based on data from JHPS-LIS. Estimated from unit-record income data.",
"JPN","SI.DST.FRST.20","YR2010","Based on data from JHPS-LIS. Estimated from unit-record income data.",
"JPN","SI.DST.FRST.20","YR2013","Based on data from JHPS-LIS. Estimated from unit-record income data.",
"JPN","SI.POV.GINI","YR2008","Based on data from JHPS-LIS. Estimated from unit-record income data.",
"JPN","SI.POV.GINI","YR2010","Based on data from JHPS-LIS. Estimated from unit-record income data.",
"JPN","SI.POV.GINI","YR2013","Based on data from JHPS-LIS. Estimated from unit-record income data.",
"JPN","SN.ITK.DEFC.ZS","YR2001","Proportion of undernourished less than 2.5 percent.",
"JPN","SN.ITK.DEFC.ZS","YR2002","Proportion of undernourished less than 2.5 percent.",
"JPN","SN.ITK.DEFC.ZS","YR2003","Proportion of undernourished less than 2.5 percent.",
"JPN","SN.ITK.DEFC.ZS","YR2004","Proportion of undernourished less than 2.5 percent.",
"JPN","SN.ITK.DEFC.ZS","YR2005","Proportion of undernourished less than 2.5 percent.",
"JPN","SN.ITK.DEFC.ZS","YR2006","Proportion of undernourished less than 2.5 percent.",
"JPN","SN.ITK.DEFC.ZS","YR2007","Proportion of undernourished less than 2.5 percent.",
"JPN","SN.ITK.DEFC.ZS","YR2008","Proportion of undernourished less than 2.5 percent.",
"JPN","SN.ITK.DEFC.ZS","YR2011","Proportion of undernourished less than 2.5 percent.",
"JPN","SN.ITK.DEFC.ZS","YR2012","Proportion of undernourished less than 2.5 percent.",
"JPN","SN.ITK.DEFC.ZS","YR2013","Proportion of undernourished less than 2.5 percent.",
"JPN","SN.ITK.DEFC.ZS","YR2014","Proportion of undernourished less than 2.5 percent.",
"JPN","SN.ITK.DEFC.ZS","YR2015","Proportion of undernourished less than 2.5 percent.",
"JPN","SN.ITK.DEFC.ZS","YR2016","Proportion of undernourished less than 2.5 percent.",
"JPN","SN.ITK.DEFC.ZS","YR2017","Proportion of undernourished less than 2.5 percent.",
"JPN","SN.ITK.DEFC.ZS","YR2018","Proportion of undernourished less than 2.5 percent.",
"JPN","SN.ITK.DEFC.ZS","YR2019","Proportion of undernourished less than 2.5 percent.",
"KAZ","IT.NET.USER.ZS","YR2007","Source: Ministry of the Republic of Kazakhstan for Communications and Information",
"KAZ","IT.NET.USER.ZS","YR2008","Source: Ministry of the Republic of Kazakhstan for Communications and Information",
"KAZ","IT.NET.USER.ZS","YR2009","Source: Ministry of the Republic of Kazakhstan for Communications and Information",
"KAZ","IT.NET.USER.ZS","YR2010","Source: The Agency of the Republic of Kazakhstan on Statistics;Note: According to annual sample surveys. Population age 16-74.",
"KAZ","IT.NET.USER.ZS","YR2011","Source: The Agency of the Republic of Kazakhstan on Statistics",
"KAZ","IT.NET.USER.ZS","YR2012","Source: Agency of the Republic of Kazakhstan on Statistics.",
"KAZ","IT.NET.USER.ZS","YR2013","Source: Agency of the Republic of Kazakhstan on Statistics.",
"KAZ","IT.NET.USER.ZS","YR2014","Source: ITU estimate.",
"KAZ","IT.NET.USER.ZS","YR2015","Source: Ministry of National Economy Committee on Statistics.;Note: Population age 6-74.",
"KAZ","IT.NET.USER.ZS","YR2016","Source: Committee on Statistics; Ministry of National Economy of the Republic of Kazakhstan",
"KAZ","IT.NET.USER.ZS","YR2017","Source: Committee on Statistics; Ministry of National Economy of the Republic of Kazakhstan",
"KAZ","IT.NET.USER.ZS","YR2018","Source: Committee on Statistics; Ministry of National Economy of the Republic of Kazakhstan",
"KAZ","SE.ADT.LITR.ZS","YR2010","UIS Estimation",
"KAZ","SE.ADT.LITR.ZS","YR2018","UIS Estimation",
"KAZ","SH.DYN.MORT","YR1971","Uncertainty bound is 70.1 - 105.7",
"KAZ","SH.DYN.MORT","YR1972","Uncertainty bound is 70.2 - 100.4",
"KAZ","SH.DYN.MORT","YR1973","Uncertainty bound is 69.6 - 96.6",
"KAZ","SH.DYN.MORT","YR1974","Uncertainty bound is 68.8 - 93.5",
"KAZ","SH.DYN.MORT","YR1975","Uncertainty bound is 68.1 - 90.5",
"KAZ","SH.DYN.MORT","YR1976","Uncertainty bound is 67.4 - 88",
"KAZ","SH.DYN.MORT","YR1977","Uncertainty bound is 66.6 - 85.6",
"KAZ","SH.DYN.MORT","YR1978","Uncertainty bound is 65.8 - 83.4",
"KAZ","SH.DYN.MORT","YR1979","Uncertainty bound is 64.7 - 81.1",
"KAZ","SH.DYN.MORT","YR1980","Uncertainty bound is 63.1 - 79",
"KAZ","SH.DYN.MORT","YR1981","Uncertainty bound is 61.3 - 76.6",
"KAZ","SH.DYN.MORT","YR1982","Uncertainty bound is 59.2 - 74.3",
"KAZ","SH.DYN.MORT","YR1983","Uncertainty bound is 57 - 71.9",
"KAZ","SH.DYN.MORT","YR1984","Uncertainty bound is 55 - 69.4",
"KAZ","SH.DYN.MORT","YR1985","Uncertainty bound is 53.3 - 66.7",
"KAZ","SH.DYN.MORT","YR1986","Uncertainty bound is 51.6 - 64.1",
"KAZ","SH.DYN.MORT","YR1987","Uncertainty bound is 50.3 - 61.6",
"KAZ","SH.DYN.MORT","YR1988","Uncertainty bound is 49 - 59.4",
"KAZ","SH.DYN.MORT","YR1989","Uncertainty bound is 48 - 57.9",
"KAZ","SH.DYN.MORT","YR1990","Uncertainty bound is 47.2 - 57.2",
"KAZ","SH.DYN.MORT","YR1991","Uncertainty bound is 46.8 - 57.2",
"KAZ","SH.DYN.MORT","YR1992","Uncertainty bound is 47 - 57.7",
"KAZ","SH.DYN.MORT","YR1993","Uncertainty bound is 47.6 - 58.4",
"KAZ","SH.DYN.MORT","YR1994","Uncertainty bound is 48.1 - 58.6",
"KAZ","SH.DYN.MORT","YR1995","Uncertainty bound is 48 - 58.1",
"KAZ","SH.DYN.MORT","YR1996","Uncertainty bound is 47.2 - 56.9",
"KAZ","SH.DYN.MORT","YR1997","Uncertainty bound is 45.6 - 54.9",
"KAZ","SH.DYN.MORT","YR1998","Uncertainty bound is 43.5 - 52.3",
"KAZ","SH.DYN.MORT","YR1999","Uncertainty bound is 41.2 - 49.5",
"KAZ","SH.DYN.MORT","YR2000","Uncertainty bound is 38.7 - 46.5",
"KAZ","SH.DYN.MORT","YR2001","Uncertainty bound is 36.3 - 43.8",
"KAZ","SH.DYN.MORT","YR2002","Uncertainty bound is 34 - 41.1",
"KAZ","SH.DYN.MORT","YR2003","Uncertainty bound is 32 - 38.6",
"KAZ","SH.DYN.MORT","YR2004","Uncertainty bound is 30.2 - 36",
"KAZ","SH.DYN.MORT","YR2005","Uncertainty bound is 28.6 - 33.4",
"KAZ","SH.DYN.MORT","YR2006","Uncertainty bound is 27.2 - 30.8",
"KAZ","SH.DYN.MORT","YR2007","Uncertainty bound is 25.6 - 28",
"KAZ","SH.DYN.MORT","YR2008","Uncertainty bound is 23.9 - 25.4",
"KAZ","SH.DYN.MORT","YR2009","Uncertainty bound is 22 - 23",
"KAZ","SH.DYN.MORT","YR2010","Uncertainty bound is 20 - 20.8",
"KAZ","SH.DYN.MORT","YR2011","Uncertainty bound is 17.9 - 18.7",
"KAZ","SH.DYN.MORT","YR2012","Uncertainty bound is 16 - 16.7",
"KAZ","SH.DYN.MORT","YR2013","Uncertainty bound is 14.3 - 14.9",
"KAZ","SH.DYN.MORT","YR2014","Uncertainty bound is 12.8 - 13.3",
"KAZ","SH.DYN.MORT","YR2015","Uncertainty bound is 11.6 - 12.1",
"KAZ","SH.DYN.MORT","YR2016","Uncertainty bound is 10.8 - 11.3",
"KAZ","SH.DYN.MORT","YR2017","Uncertainty bound is 10.3 - 10.8",
"KAZ","SH.DYN.MORT","YR2018","Uncertainty bound is 10.1 - 10.5",
"KAZ","SH.DYN.MORT","YR2019","Uncertainty bound is 9.9 - 10.4",
"KAZ","SH.DYN.MORT","YR2020","Uncertainty bound is 9.7 - 10.4",
"KAZ","SH.STA.OWAD.ZS","YR1975","Plausible bound is 24.4 - 38.8",
"KAZ","SH.STA.OWAD.ZS","YR1976","Plausible bound is 25.1 - 39.2",
"KAZ","SH.STA.OWAD.ZS","YR1977","Plausible bound is 25.9 - 39.6",
"KAZ","SH.STA.OWAD.ZS","YR1978","Plausible bound is 26.7 - 39.9",
"KAZ","SH.STA.OWAD.ZS","YR1979","Plausible bound is 27.4 - 40.3",
"KAZ","SH.STA.OWAD.ZS","YR1980","Plausible bound is 28 - 40.6",
"KAZ","SH.STA.OWAD.ZS","YR1981","Plausible bound is 28.8 - 41",
"KAZ","SH.STA.OWAD.ZS","YR1982","Plausible bound is 29.4 - 41.3",
"KAZ","SH.STA.OWAD.ZS","YR1983","Plausible bound is 30.1 - 41.7",
"KAZ","SH.STA.OWAD.ZS","YR1984","Plausible bound is 30.7 - 42.2",
"KAZ","SH.STA.OWAD.ZS","YR1985","Plausible bound is 31.4 - 42.7",
"KAZ","SH.STA.OWAD.ZS","YR1986","Plausible bound is 32 - 43.1",
"KAZ","SH.STA.OWAD.ZS","YR1987","Plausible bound is 32.6 - 43.5",
"KAZ","SH.STA.OWAD.ZS","YR1988","Plausible bound is 33.3 - 44",
"KAZ","SH.STA.OWAD.ZS","YR1989","Plausible bound is 33.9 - 44.4",
"KAZ","SH.STA.OWAD.ZS","YR1990","Plausible bound is 34.5 - 44.9",
"KAZ","SH.STA.OWAD.ZS","YR1991","Plausible bound is 35.1 - 45.4",
"KAZ","SH.STA.OWAD.ZS","YR1992","Plausible bound is 35.7 - 45.8",
"KAZ","SH.STA.OWAD.ZS","YR1993","Plausible bound is 36.2 - 46.2",
"KAZ","SH.STA.OWAD.ZS","YR1994","Plausible bound is 36.8 - 46.6",
"KAZ","SH.STA.OWAD.ZS","YR1995","Plausible bound is 37.3 - 47.1",
"KAZ","SH.STA.OWAD.ZS","YR1996","Plausible bound is 37.9 - 47.5",
"KAZ","SH.STA.OWAD.ZS","YR1997","Plausible bound is 38.4 - 48",
"KAZ","SH.STA.OWAD.ZS","YR1998","Plausible bound is 39 - 48.4",
"KAZ","SH.STA.OWAD.ZS","YR1999","Plausible bound is 39.6 - 48.8",
"KAZ","SH.STA.OWAD.ZS","YR2000","Plausible bound is 40.2 - 49.3",
"KAZ","SH.STA.OWAD.ZS","YR2001","Plausible bound is 40.8 - 49.7",
"KAZ","SH.STA.OWAD.ZS","YR2002","Plausible bound is 41.4 - 50.1",
"KAZ","SH.STA.OWAD.ZS","YR2003","Plausible bound is 41.9 - 50.6",
"KAZ","SH.STA.OWAD.ZS","YR2004","Plausible bound is 42.5 - 51.1",
"KAZ","SH.STA.OWAD.ZS","YR2005","Plausible bound is 43.1 - 51.6",
"KAZ","SH.STA.OWAD.ZS","YR2006","Plausible bound is 43.7 - 52.1",
"KAZ","SH.STA.OWAD.ZS","YR2007","Plausible bound is 44.3 - 52.6",
"KAZ","SH.STA.OWAD.ZS","YR2008","Plausible bound is 44.8 - 53.1",
"KAZ","SH.STA.OWAD.ZS","YR2009","Plausible bound is 45.4 - 53.6",
"KAZ","SH.STA.OWAD.ZS","YR2010","Plausible bound is 45.9 - 54.1",
"KAZ","SH.STA.OWAD.ZS","YR2011","Plausible bound is 46.5 - 54.7",
"KAZ","SH.STA.OWAD.ZS","YR2012","Plausible bound is 47 - 55.4",
"KAZ","SH.STA.OWAD.ZS","YR2013","Plausible bound is 47.5 - 56.1",
"KAZ","SH.STA.OWAD.ZS","YR2014","Plausible bound is 47.9 - 56.8",
"KAZ","SH.STA.OWAD.ZS","YR2015","Plausible bound is 48.4 - 57.5",
"KAZ","SH.STA.OWAD.ZS","YR2016","Plausible bound is 48.8 - 58.3",
"KAZ","SI.DST.FRST.20","YR1996","Based on data from LSMS. Estimated from unit-record consumption data.",
"KAZ","SI.DST.FRST.20","YR2001","Based on data from HBS. Estimated from unit-record consumption data.",
"KAZ","SI.DST.FRST.20","YR2002","Based on data from HBS. Estimated from unit-record consumption data.",
"KAZ","SI.DST.FRST.20","YR2003","Based on data from HBS. Estimated from unit-record consumption data.",
"KAZ","SI.DST.FRST.20","YR2004","Based on data from HBS. Estimated from unit-record consumption data.",
"KAZ","SI.DST.FRST.20","YR2005","Based on data from HBS. Estimated from unit-record consumption data.",
"KAZ","SI.DST.FRST.20","YR2006","Based on data from HBS. Estimated from unit-record consumption data.",
"KAZ","SI.DST.FRST.20","YR2007","Based on data from HBS. Estimated from unit-record consumption data.",
"KAZ","SI.DST.FRST.20","YR2008","Based on data from HBS. Estimated from unit-record consumption data.",
"KAZ","SI.DST.FRST.20","YR2009","Based on data from HBS. Estimated from unit-record consumption data.",
"KAZ","SI.DST.FRST.20","YR2010","Based on data from HBS. Estimated from unit-record consumption data.",
"KAZ","SI.DST.FRST.20","YR2011","Based on data from HBS. Estimated from unit-record consumption data.",
"KAZ","SI.DST.FRST.20","YR2012","Based on data from HBS. Estimated from unit-record consumption data.",
"KAZ","SI.DST.FRST.20","YR2013","Based on data from HBS. Estimated from unit-record consumption data.",
"KAZ","SI.DST.FRST.20","YR2014","Based on data from HBS. Estimated from unit-record consumption data.",
"KAZ","SI.DST.FRST.20","YR2015","Based on data from HBS. Estimated from unit-record consumption data.",
"KAZ","SI.DST.FRST.20","YR2016","Based on data from HBS. Estimated from unit-record consumption data.",
"KAZ","SI.DST.FRST.20","YR2017","Based on data from HBS. Estimated from unit-record consumption data.",
"KAZ","SI.DST.FRST.20","YR2018","Based on data from HBS. Estimated from unit-record consumption data.",
"KAZ","SI.POV.GINI","YR1996","Based on data from LSMS. Estimated from unit-record consumption data.",
"KAZ","SI.POV.GINI","YR2001","Based on data from HBS. Estimated from unit-record consumption data.",
"KAZ","SI.POV.GINI","YR2002","Based on data from HBS. Estimated from unit-record consumption data.",
"KAZ","SI.POV.GINI","YR2003","Based on data from HBS. Estimated from unit-record consumption data.",
"KAZ","SI.POV.GINI","YR2004","Based on data from HBS. Estimated from unit-record consumption data.",
"KAZ","SI.POV.GINI","YR2005","Based on data from HBS. Estimated from unit-record consumption data.",
"KAZ","SI.POV.GINI","YR2006","Based on data from HBS. Estimated from unit-record consumption data.",
"KAZ","SI.POV.GINI","YR2007","Based on data from HBS. Estimated from unit-record consumption data.",
"KAZ","SI.POV.GINI","YR2008","Based on data from HBS. Estimated from unit-record consumption data.",
"KAZ","SI.POV.GINI","YR2009","Based on data from HBS. Estimated from unit-record consumption data.",
"KAZ","SI.POV.GINI","YR2010","Based on data from HBS. Estimated from unit-record consumption data.",
"KAZ","SI.POV.GINI","YR2011","Based on data from HBS. Estimated from unit-record consumption data.",
"KAZ","SI.POV.GINI","YR2012","Based on data from HBS. Estimated from unit-record consumption data.",
"KAZ","SI.POV.GINI","YR2013","Based on data from HBS. Estimated from unit-record consumption data.",
"KAZ","SI.POV.GINI","YR2014","Based on data from HBS. Estimated from unit-record consumption data.",
"KAZ","SI.POV.GINI","YR2015","Based on data from HBS. Estimated from unit-record consumption data.",
"KAZ","SI.POV.GINI","YR2016","Based on data from HBS. Estimated from unit-record consumption data.",
"KAZ","SI.POV.GINI","YR2017","Based on data from HBS. Estimated from unit-record consumption data.",
"KAZ","SI.POV.GINI","YR2018","Based on data from HBS. Estimated from unit-record consumption data.",
"KAZ","SI.POV.NAHC","YR2018","Source: The Household Budget Survey of Kazakhstan. Poverty line is absolute. Government estimate.",
"KAZ","SI.POV.NAHC","YR2019","Source: The Household Budget Survey of Kazakhstan. Poverty line is absolute. Government estimate.",
"KAZ","SI.POV.NAHC","YR2020","Source: The Household Budget Survey of Kazakhstan. Poverty line is absolute. Government estimate.",
"KAZ","SI.SPR.PCAP.ZG","YR2018","Estimated from consumption data. Growth rates are for the period of 2013-2018.",
"KAZ","SL.TLF.0714.ZS","YR1996    ","Living Standard Measurement Survey (LSMS).",
"KAZ","SL.TLF.0714.ZS","YR2006    ","Multiple Indicator Cluster Survey (MICS).",
"KAZ","SN.ITK.DEFC.ZS","YR2014","Proportion of undernourished less than 2.5 percent.",
"KAZ","SN.ITK.DEFC.ZS","YR2015","Proportion of undernourished less than 2.5 percent.",
"KAZ","SN.ITK.DEFC.ZS","YR2016","Proportion of undernourished less than 2.5 percent.",
"KAZ","SN.ITK.DEFC.ZS","YR2019","Proportion of undernourished less than 2.5 percent.",
"KAZ","SP.DYN.TFRT.IN","YR1981","Interpolated data.",
"KAZ","SP.DYN.TFRT.IN","YR1983","Interpolated data.",
"KAZ","SP.DYN.TFRT.IN","YR1984","Interpolated data.",
"KAZ","SP.DYN.TFRT.IN","YR1986","Interpolated data.",
"KAZ","SP.DYN.TFRT.IN","YR1991","Interpolated data.",
"KAZ","SP.DYN.TFRT.IN","YR1994","Interpolated data.",
"KAZ","SP.DYN.TFRT.IN","YR1996","Interpolated data.",
"KAZ","SP.DYN.TFRT.IN","YR2001","Interpolated data.",
"KAZ","SP.UWT.TFRT","YR1995","Married or in-union women ages15-49. Source: Kazakhstan 1995 Demographic and Health Survey",
"KAZ","SP.UWT.TFRT","YR1999","Married or in-union women ages15-49. Source: Kazakhstan 1999 Demographic and Health Survey",
"KAZ","SP.UWT.TFRT","YR2011","Married or in-union women ages15-49. Source: Kazakhstan 2010-2011 Multiple Indicator Cluster Survey",
"KAZ","SP.UWT.TFRT","YR2015","Married or in-union women ages15-49. Source: Kazakhstan 2015 Multiple Indicator Cluster Survey",
"KAZ","SP.UWT.TFRT","YR2018","Married or in-union women ages18-49. Source: Kazakhstan 2018 Gender and Generations Survey",
"KEN","IT.NET.USER.ZS","YR2006","Source: ITU estimate.",
"KEN","IT.NET.USER.ZS","YR2007","Source: ITU estimate.",
"KEN","IT.NET.USER.ZS","YR2008","Source: ITU estimate.",
"KEN","IT.NET.USER.ZS","YR2009","Source: KENYA NATIONAL BUREAU OF STATISTICS",
"KEN","IT.NET.USER.ZS","YR2010","Source: National Bureau of Statistics and Communications Commission of Kenya.",
"KEN","IT.NET.USER.ZS","YR2011","Source: ITU estimate.",
"KEN","IT.NET.USER.ZS","YR2012","Source: ITU estimate.",
"KEN","IT.NET.USER.ZS","YR2013","Source: ITU estimate.",
"KEN","IT.NET.USER.ZS","YR2014","Source: ITU estimate.",
"KEN","IT.NET.USER.ZS","YR2015","Source: KENYA NATIONAL BUREAU OF STATISTICS",
"KEN","IT.NET.USER.ZS","YR2016","Source: ITU",
"KEN","IT.NET.USER.ZS","YR2017","Source: ITU estimate.",
"KEN","SE.ADT.LITR.ZS","YR2007","UIS Estimation",
"KEN","SE.ADT.LITR.ZS","YR2014","UIS Estimation",
"KEN","SE.ADT.LITR.ZS","YR2018","UIS Estimation",
"KEN","SE.ENR.PRSC.FM.ZS","YR2001","UIS Estimation",
"KEN","SE.ENR.PRSC.FM.ZS","YR2004","UIS Estimation",
"KEN","SE.ENR.PRSC.FM.ZS","YR2005","UIS Estimation",
